
Due to MODULEPATH changes, the following have been reloaded:
  1) mii/1.1.1

/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpiexec
/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpirun
Number of Vertices for coarse grid 2253001
Number of Vertices for fine mesh in process  0  115384
2	
	-111111	  3	
order of input  2
order of output  3
Mean of Gaussian  0
Sd of Gaussian  0.3
      2 KSP Residual norm 5.921039289259e-01 
      3 KSP Residual norm 5.300410313027e-01 
      4 KSP Residual norm 4.791382767022e-01 
      5 KSP Residual norm 4.372661632186e-01 
      6 KSP Residual norm 4.129080512064e-01 
      7 KSP Residual norm 3.930980089970e-01 
      8 KSP Residual norm 3.719147514735e-01 
      9 KSP Residual norm 3.578463690011e-01 
     10 KSP Residual norm 3.471719029251e-01 
     11 KSP Residual norm 3.351441355068e-01 
     12 KSP Residual norm 3.246348511104e-01 
     13 KSP Residual norm 3.163352453023e-01 
     14 KSP Residual norm 3.092824888658e-01 
     15 KSP Residual norm 3.024751714013e-01 
     16 KSP Residual norm 2.960361206434e-01 
     17 KSP Residual norm 2.909666843836e-01 
     18 KSP Residual norm 2.864677966712e-01 
     19 KSP Residual norm 2.813408606080e-01 
     20 KSP Residual norm 2.775777083760e-01 
     21 KSP Residual norm 2.747340422278e-01 
     22 KSP Residual norm 2.717490886862e-01 
     23 KSP Residual norm 2.691172459562e-01 
     24 KSP Residual norm 2.669906389999e-01 
     25 KSP Residual norm 2.649929955556e-01 
     26 KSP Residual norm 2.630141023978e-01 
     27 KSP Residual norm 2.613101402289e-01 
     28 KSP Residual norm 2.600003161454e-01 
     29 KSP Residual norm 2.587821028184e-01 
     30 KSP Residual norm 2.574551772149e-01 
     31 KSP Residual norm 2.571393165255e-01 
     32 KSP Residual norm 2.568698414511e-01 
     33 KSP Residual norm 2.560359202531e-01 
     34 KSP Residual norm 2.554529213690e-01 
     35 KSP Residual norm 2.549356169776e-01 
     36 KSP Residual norm 2.542120111539e-01 
     37 KSP Residual norm 2.534655310609e-01 
     38 KSP Residual norm 2.527927309449e-01 
     39 KSP Residual norm 2.521743129833e-01 
     40 KSP Residual norm 2.513344544185e-01 
     41 KSP Residual norm 2.505419863506e-01 
     42 KSP Residual norm 2.497019466151e-01 
     43 KSP Residual norm 2.488806302960e-01 
     44 KSP Residual norm 2.479230976927e-01 
     45 KSP Residual norm 2.470009776530e-01 
     46 KSP Residual norm 2.455426386997e-01 
     47 KSP Residual norm 2.437978453120e-01 
     48 KSP Residual norm 2.428277823342e-01 
     49 KSP Residual norm 2.417494357584e-01 
     50 KSP Residual norm 2.407427740058e-01 
     51 KSP Residual norm 2.394091516033e-01 
     52 KSP Residual norm 2.382501392147e-01 
     53 KSP Residual norm 2.368431362361e-01 
     54 KSP Residual norm 2.353888136993e-01 
     55 KSP Residual norm 2.338361023464e-01 
     56 KSP Residual norm 2.321503673934e-01 
     57 KSP Residual norm 2.303294428019e-01 
     58 KSP Residual norm 2.284869954024e-01 
     59 KSP Residual norm 2.262228301441e-01 
     60 KSP Residual norm 2.240302231005e-01 
     61 KSP Residual norm 2.232501532328e-01 
     62 KSP Residual norm 2.225787167716e-01 
     63 KSP Residual norm 2.216219841898e-01 
     64 KSP Residual norm 2.209382802669e-01 
     65 KSP Residual norm 2.202931590193e-01 
     66 KSP Residual norm 2.193376638392e-01 
     67 KSP Residual norm 2.184353525372e-01 
     68 KSP Residual norm 2.174833998952e-01 
     69 KSP Residual norm 2.166430440945e-01 
     70 KSP Residual norm 2.156106233189e-01 
     71 KSP Residual norm 2.145408597150e-01 
     72 KSP Residual norm 2.135203080678e-01 
     73 KSP Residual norm 2.126998322150e-01 
     74 KSP Residual norm 2.113131384128e-01 
     75 KSP Residual norm 2.102447891369e-01 
     76 KSP Residual norm 2.093369690226e-01 
     77 KSP Residual norm 2.083136677756e-01 
     78 KSP Residual norm 2.071207176153e-01 
     79 KSP Residual norm 2.062414955414e-01 
     80 KSP Residual norm 2.054939609514e-01 
     81 KSP Residual norm 2.046894046010e-01 
     82 KSP Residual norm 2.039932895436e-01 
     83 KSP Residual norm 2.033891284636e-01 
     84 KSP Residual norm 2.027983696010e-01 
     85 KSP Residual norm 2.021003089756e-01 
     86 KSP Residual norm 2.015262237734e-01 
     87 KSP Residual norm 2.010461811334e-01 
     88 KSP Residual norm 2.003680878027e-01 
     89 KSP Residual norm 1.997197010337e-01 
     90 KSP Residual norm 1.991632814847e-01 
     91 KSP Residual norm 1.988383878077e-01 
     92 KSP Residual norm 1.985176355949e-01 
     93 KSP Residual norm 1.980396280473e-01 
     94 KSP Residual norm 1.977337907893e-01 
     95 KSP Residual norm 1.973961436145e-01 
     96 KSP Residual norm 1.969201123433e-01 
     97 KSP Residual norm 1.964987182127e-01 
     98 KSP Residual norm 1.960533294365e-01 
     99 KSP Residual norm 1.955512846033e-01 
    100 KSP Residual norm 1.949243106923e-01 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 18 KSP Residual norm 7.643583594997e-09 
      Residual norms for mg_coarse_ solve.
      0 KSP Residual norm 5.443343951656e-01 
      1 KSP Residual norm 3.648348866565e-01 
      2 KSP Residual norm 3.037643667453e-01 
      3 KSP Residual norm 2.718924307181e-01 
      4 KSP Residual norm 2.446860354073e-01 
      5 KSP Residual norm 2.235273066513e-01 
      6 KSP Residual norm 2.101091871795e-01 
      7 KSP Residual norm 1.998827648782e-01 
      8 KSP Residual norm 1.896060479374e-01 
      9 KSP Residual norm 1.818618024451e-01 
     10 KSP Residual norm 1.758712944418e-01 
     11 KSP Residual norm 1.696749769679e-01 
     12 KSP Residual norm 1.641825483743e-01 
     13 KSP Residual norm 1.596906412609e-01 
     14 KSP Residual norm 1.559791320593e-01 
     15 KSP Residual norm 1.524798157893e-01 
     16 KSP Residual norm 1.490068202226e-01 
     17 KSP Residual norm 1.462241127163e-01 
     18 KSP Residual norm 1.438632412664e-01 
     19 KSP Residual norm 1.412859676260e-01 
     20 KSP Residual norm 1.392886538405e-01 
     21 KSP Residual norm 1.377177114086e-01 
     22 KSP Residual norm 1.360788027231e-01 
     23 KSP Residual norm 1.345703171733e-01 
     24 KSP Residual norm 1.333425434424e-01 
     25 KSP Residual norm 1.322205563529e-01 
     26 KSP Residual norm 1.311414473036e-01 
     27 KSP Residual norm 1.301942648124e-01 
     28 KSP Residual norm 1.294327517242e-01 
     29 KSP Residual norm 1.287332863079e-01 
     30 KSP Residual norm 1.280007182517e-01 
     31 KSP Residual norm 1.277758999721e-01 
     32 KSP Residual norm 1.275745478277e-01 
     33 KSP Residual norm 1.271396300325e-01 
     34 KSP Residual norm 1.267943754249e-01 
     35 KSP Residual norm 1.265024243267e-01 
     36 KSP Residual norm 1.260658479183e-01 
     37 KSP Residual norm 1.256485806416e-01 
     38 KSP Residual norm 1.252536174515e-01 
     39 KSP Residual norm 1.248916682857e-01 
     40 KSP Residual norm 1.244248615466e-01 
     41 KSP Residual norm 1.239684645343e-01 
     42 KSP Residual norm 1.234984956739e-01 
     43 KSP Residual norm 1.230351282228e-01 
     44 KSP Residual norm 1.224874658698e-01 
     45 KSP Residual norm 1.219398885850e-01 
     46 KSP Residual norm 1.210863709629e-01 
     47 KSP Residual norm 1.203278550657e-01 
     48 KSP Residual norm 1.197368039000e-01 
     49 KSP Residual norm 1.191437000278e-01 
     50 KSP Residual norm 1.185641848629e-01 
     51 KSP Residual norm 1.178418783849e-01 
     52 KSP Residual norm 1.171488338921e-01 
     53 KSP Residual norm 1.164271924291e-01 
     54 KSP Residual norm 1.156998935295e-01 
     55 KSP Residual norm 1.148316210435e-01 
     56 KSP Residual norm 1.139651073483e-01 
     57 KSP Residual norm 1.130744050971e-01 
     58 KSP Residual norm 1.121130929876e-01 
     59 KSP Residual norm 1.110202308619e-01 
     60 KSP Residual norm 1.099791437337e-01 
     61 KSP Residual norm 1.095987860815e-01 
     62 KSP Residual norm 1.092888114371e-01 
     63 KSP Residual norm 1.088857660051e-01 
     64 KSP Residual norm 1.085565436153e-01 
     65 KSP Residual norm 1.082462360840e-01 
     66 KSP Residual norm 1.078177812285e-01 
     67 KSP Residual norm 1.074274142718e-01 
     68 KSP Residual norm 1.070201952890e-01 
     69 KSP Residual norm 1.066222644544e-01 
     70 KSP Residual norm 1.061434526815e-01 
     71 KSP Residual norm 1.056927293102e-01 
     72 KSP Residual norm 1.052548576621e-01 
     73 KSP Residual norm 1.048390231306e-01 
     74 KSP Residual norm 1.042987180349e-01 
     75 KSP Residual norm 1.037836345790e-01 
     76 KSP Residual norm 1.033674310425e-01 
     77 KSP Residual norm 1.028588333647e-01 
     78 KSP Residual norm 1.023020933204e-01 
     79 KSP Residual norm 1.018993758045e-01 
     80 KSP Residual norm 1.015100561958e-01 
     81 KSP Residual norm 1.011088066041e-01 
     82 KSP Residual norm 1.007574091211e-01 
     83 KSP Residual norm 1.004117159276e-01 
     84 KSP Residual norm 1.000859117338e-01 
     85 KSP Residual norm 9.970957506610e-02 
     86 KSP Residual norm 9.939371241205e-02 
     87 KSP Residual norm 9.910082756676e-02 
     88 KSP Residual norm 9.874805804072e-02 
     89 KSP Residual norm 9.839922119642e-02 
     90 KSP Residual norm 9.809003675939e-02 
     91 KSP Residual norm 9.787624757701e-02 
     92 KSP Residual norm 9.769849810857e-02 
     93 KSP Residual norm 9.746578188914e-02 
     94 KSP Residual norm 9.727923586020e-02 
     95 KSP Residual norm 9.710391452273e-02 
     96 KSP Residual norm 9.685283840604e-02 
     97 KSP Residual norm 9.662341965432e-02 
     98 KSP Residual norm 9.640530503291e-02 
     99 KSP Residual norm 9.615574824905e-02 
    100 KSP Residual norm 9.585376903625e-02 
    Linear mg_coarse_ solve did not converge due to DIVERGED_ITS iterations 100
 19 KSP Residual norm 2.414241446345e-09 
Linear solve converged due to CONVERGED_RTOL iterations 19
time taken for solve is236.425
************************************************************************************************************************
***             WIDEN YOUR WINDOW TO 120 CHARACTERS.  Use 'enscript -r -fCourier9' to print this document            ***
************************************************************************************************************************

---------------------------------------------- PETSc Performance Summary: ----------------------------------------------

/home/a/asarkar/sudhipv/software/FreeFem-sources/src/mpi/FreeFem++-mpi on a  named nia0042.scinet.local with 80 processors, by sudhipv Tue Feb 15 05:50:53 2022
Using Petsc Release Version 3.15.0, Mar 30, 2021 

                         Max       Max/Min     Avg       Total
Time (sec):           2.379e+02     1.000   2.379e+02
Objects:              2.060e+02     1.000   2.060e+02
Flop:                 2.003e+11     1.288   1.718e+11  1.374e+13
Flop/sec:             8.419e+08     1.288   7.221e+08  5.777e+10
MPI Messages:         3.418e+04     4.000   2.190e+04  1.752e+06
MPI Message Lengths:  1.237e+08     2.718   4.613e+03  8.081e+09
MPI Reductions:       4.010e+03     1.000

Flop counting convention: 1 flop = 1 real number operation of type (multiply/divide/add/subtract)
                            e.g., VecAXPY() for real vectors of length N --> 2N flop
                            and VecAXPY() for complex vectors of length N --> 8N flop

Summary of Stages:   ----- Time ------  ----- Flop ------  --- Messages ---  -- Message Lengths --  -- Reductions --
                        Avg     %Total     Avg     %Total    Count   %Total     Avg         %Total    Count   %Total
 0:      Main Stage: 2.3793e+02 100.0%  1.3744e+13 100.0%  1.752e+06 100.0%  4.613e+03      100.0%  3.992e+03  99.6%

------------------------------------------------------------------------------------------------------------------------
See the 'Profiling' chapter of the users' manual for details on interpreting output.
Phase summary info:
   Count: number of times phase was executed
   Time and Flop: Max - maximum over all processors
                  Ratio - ratio of maximum to minimum over all processors
   Mess: number of messages sent
   AvgLen: average message length (bytes)
   Reduct: number of global reductions
   Global: entire computation
   Stage: stages of a computation. Set stages with PetscLogStagePush() and PetscLogStagePop().
      %T - percent time in this phase         %F - percent flop in this phase
      %M - percent messages in this phase     %L - percent message lengths in this phase
      %R - percent reductions in this phase
   Total Mflop/s: 10e-6 * (sum of flop over all processors)/(max time over all processors)
------------------------------------------------------------------------------------------------------------------------
Event                Count      Time (sec)     Flop                              --- Global ---  --- Stage ----  Total
                   Max Ratio  Max     Ratio   Max  Ratio  Mess   AvgLen  Reduct  %T %F %M %L %R  %T %F %M %L %R Mflop/s
------------------------------------------------------------------------------------------------------------------------

--- Event Stage 0: Main Stage

BuildTwoSided          9 1.0 1.8179e+019197.9 0.00e+00 0.0 1.6e+03 4.0e+00 6.0e+00  4  0  0  0  0   4  0  0  0  0     0
BuildTwoSidedF         2 1.0 5.2118e-0321.2 0.00e+00 0.0 0.0e+00 0.0e+00 2.0e+00  0  0  0  0  0   0  0  0  0  0     0
MatMult             2081 1.0 3.1460e+01 1.2 1.49e+10 1.0 8.5e+05 4.3e+03 2.0e+00 12  9 49 45  0  12  9 49 45  0 37419
MatMultAdd            19 1.0 2.7581e-01 1.1 1.72e+07 1.0 7.8e+03 1.3e+04 0.0e+00  0  0  0  1  0   0  0  0  1  0  4963
MatMultTranspose      19 1.0 7.7038e-01 4.2 0.00e+00 0.0 7.8e+03 4.3e+04 0.0e+00  0  0  0  4  0   0  0  0  4  0     0
MatSolve            2063 1.0 9.5690e+01 1.1 4.10e+10 1.1 0.0e+00 0.0e+00 0.0e+00 39 23  0  0  0  39 23  0  0  0 32928
MatLUFactorSym         1 1.0 2.6284e+00 1.1 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  1  0  0  0  0   1  0  0  0  0     0
MatLUFactorNum         2 1.0 5.9420e+01 1.4 1.30e+11 1.5 0.0e+00 0.0e+00 0.0e+00 21 60  0  0  0  21 60  0  0  0 139321
MatILUFactorSym        1 1.0 2.9192e-02 1.1 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
MatResidual           19 1.0 1.0717e+00 2.0 4.83e+08 1.0 7.8e+03 8.7e+03 0.0e+00  0  0  0  1  0   0  0  0  1  0 35752
MatAssemblyBegin       6 1.0 5.3593e-0316.2 0.00e+00 0.0 0.0e+00 0.0e+00 2.0e+00  0  0  0  0  0   0  0  0  0  0     0
MatAssemblyEnd         6 1.0 1.3848e+00 6.9 0.00e+00 0.0 0.0e+00 0.0e+00 8.0e+00  0  0  0  0  0   0  0  0  0  0     0
MatGetRowIJ            2 1.0 2.2984e-02 1.9 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
MatCreateSubMats       2 1.0 7.3984e-01 1.3 0.00e+00 0.0 4.1e+03 5.4e+04 2.0e+00  0  0  0  3  0   0  0  0  3  0     0
MatGetOrdering         2 1.0 1.2014e-01 1.7 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
MatIncreaseOvrlp       2 1.0 1.0027e-01 1.2 0.00e+00 0.0 0.0e+00 0.0e+00 2.0e+00  0  0  0  0  0   0  0  0  0  0     0
KSPSetUp               4 1.0 7.2844e+01 1.0 1.34e+11 1.5 1.7e+04 1.6e+04 3.8e+01 31 62  1  3  1  31 62  1  3  1 117764
KSPSolve               1 1.0 1.3711e+02 1.0 6.61e+10 1.0 1.7e+06 4.4e+03 3.9e+03 58 38 99 95 98  58 38 99 95 98 37677
KSPGMRESOrthog      1929 1.0 1.7815e+01 1.5 1.30e+10 1.0 0.0e+00 0.0e+00 1.9e+03  6  7  0  0 48   6  7  0  0 48 57727
PCSetUp                2 1.0 7.3117e+01 1.0 1.34e+11 1.5 1.9e+04 1.8e+04 4.5e+01 31 62  1  4  1  31 62  1  4  1 117358
PCSetUpOnBlocks       58 1.0 6.2149e+01 1.4 1.30e+11 1.5 0.0e+00 0.0e+00 0.0e+00 22 60  0  0  0  22 60  0  0  0 133204
PCApply               19 1.0 1.3605e+02 1.0 6.52e+10 1.0 1.7e+06 4.4e+03 3.9e+03 57 37 98 94 97  57 37 98 94 97 37468
PCApplyOnBlocks     2063 1.0 9.6164e+01 1.1 4.10e+10 1.1 0.0e+00 0.0e+00 0.0e+00 39 23  0  0  0  39 23  0  0  0 32766
VecMDot             1929 1.0 1.1587e+01 2.0 6.52e+09 1.0 0.0e+00 0.0e+00 1.9e+03  4  4  0  0 48   4  4  0  0 48 44380
VecNorm             2007 1.0 1.8894e+00 1.7 4.80e+08 1.0 0.0e+00 0.0e+00 2.0e+03  1  0  0  0 50   1  0  0  0 50 20033
VecScale            2045 1.0 9.3960e-02 1.1 2.40e+08 1.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0 201411
VecCopy              135 1.0 1.3263e-01 1.6 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
VecSet              6336 1.0 2.1179e+00 1.5 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  1  0  0  0  0   1  0  0  0  0     0
VecAXPY              154 1.0 1.1538e-01 1.1 4.95e+07 1.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0 33890
VecAYPX              114 1.0 1.8580e-01 1.7 6.90e+07 1.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0 29471
VecAXPBYCZ            38 1.0 9.9387e-02 2.2 8.62e+07 1.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0 68867
VecMAXPY            2007 1.0 6.9240e+00 1.0 6.99e+09 1.0 0.0e+00 0.0e+00 0.0e+00  3  4  0  0  0   3  4  0  0  0 79513
VecScatterBegin    10314 1.0 2.1800e+01 5.9 0.00e+00 0.0 1.7e+06 4.3e+03 4.0e+00  6  0 99 91  0   6  0 99 91  0     0
VecScatterEnd      10314 1.0 7.7451e+0014.6 6.16e+05 2.9 0.0e+00 0.0e+00 0.0e+00  1  0  0  0  0   1  0  0  0  0     5
VecNormalize        1987 1.0 1.9447e+00 1.6 6.93e+08 1.0 0.0e+00 0.0e+00 2.0e+03  1  0  0  0 50   1  0  0  0 50 28082
SFSetGraph             7 1.0 1.1311e-03 1.6 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
SFSetUp                7 1.0 1.8213e+01494.7 0.00e+00 0.0 3.3e+03 1.6e+03 4.0e+00  4  0  0  0  0   4  0  0  0  0     0
SFReduceBegin       1976 1.0 7.5979e-01 1.6 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
SFReduceEnd         1976 1.0 2.7975e-03 1.7 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
SFPack             10314 1.0 6.4434e-02 2.4 0.00e+00 0.0 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0     0
SFUnpack           10314 1.0 5.1748e-0211.3 6.16e+05 2.9 0.0e+00 0.0e+00 0.0e+00  0  0  0  0  0   0  0  0  0  0   748
------------------------------------------------------------------------------------------------------------------------

Memory usage is given in bytes:

Object Type          Creations   Destructions     Memory  Descendants' Mem.
Reports information only for process 0.

--- Event Stage 0: Main Stage

              Matrix    13             13   2435289816     0.
       Krylov Solver     6              6        73864     0.
      Preconditioner     6              6         6552     0.
              Viewer     2              1          848     0.
              Vector   128            128    322288192     0.
           Index Set    27             27     16624520     0.
   IS L to G Mapping     2              2      6799120     0.
   Star Forest Graph    13             13        15048     0.
    Distributed Mesh     3              3        15144     0.
     Discrete System     3              3         2712     0.
           Weak Form     3              3         2472     0.
========================================================================================================================
Average time to get PetscTime(): 6.59e-08
Average time for MPI_Barrier(): 6.56758e-05
Average time for zero size MPI_Send(): 4.1611e-06
#PETSc Option Table entries:
-ksp_converged_reason
-ksp_max_it 200
-ksp_monitor
-ksp_pc_side right
-ksp_type fgmres
-log_view
-m 1500
-mg_coarse_ksp_converged_reason
-mg_coarse_ksp_max_it 100
-mg_coarse_ksp_monitor
-mg_coarse_ksp_type gmres
-mg_coarse_pc_type asm
-mg_levels_pc_asm_type basic
-mg_levels_pc_type asm
-mg_levels_sub_pc_type lu
-n 1500
-nw
-ordo 3
-pc_mg_type multiplicative
-pc_type mg
#End of PETSc Option Table entries
Compiled without FORTRAN kernels
Compiled with full precision matrices (default)
sizeof(short) 2 sizeof(int) 4 sizeof(long) 8 sizeof(void*) 8 sizeof(PetscScalar) 8 sizeof(PetscInt) 4
Configure options: --prefix=/home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r MAKEFLAGS= --with-debugging=0 COPTFLAGS="-O3 -mtune=native" CXXOPTFLAGS="-O3 -mtune=native" FOPTFLAGS="-O3 -mtune=native" --with-cxx-dialect=C++11 --with-ssl=0 --with-x=0 --with-fortran-bindings=0 --with-cudac=0 --with-cc=/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpicc --with-cxx=/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpic++ --with-fc=/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpif90 --with-scalar-type=real --with-blaslapack-include=/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/mkl/include --with-blaslapack-lib="-Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/mkl/lib/intel64 -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/mkl/lib/intel64 -lmkl_rt -lmkl_intel_thread -lmkl_core  -liomp5 -lpthread" --download-metis --download-ptscotch --download-hypre --download-parmetis --download-mmg --download-parmmg --download-superlu --download-suitesparse --download-tetgen --download-slepc --download-hpddm --download-scalapack --download-mumps --download-slepc-configure-arguments=--download-arpack=https://github.com/prj-/arpack-ng/archive/b64dccb.tar.gz PETSC_ARCH=fr
-----------------------------------------
Libraries compiled on 2021-05-02 15:39:49 on nia-login03.scinet.local 
Machine characteristics: Linux-3.10.0-957.27.2.el7.x86_64-x86_64-with-centos-7.6.1810-Core
Using PETSc directory: /home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r
Using PETSc arch: 
-----------------------------------------

Using C compiler: /cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpicc  -fPIC -wd1572 -O3 -mtune=native   
Using Fortran compiler: /cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpif90  -fPIC -O3 -mtune=native     
-----------------------------------------

Using include paths: -I/home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r/include -I/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/mkl/include
-----------------------------------------

Using C linker: /cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpicc
Using Fortran linker: /cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/bin/mpif90
Using libraries: -Wl,-rpath,/home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r/lib -L/home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r/lib -lpetsc -Wl,-rpath,/home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r/lib -L/home/a/asarkar/sudhipv/software/FreeFem-sources/install/ff-petsc/r/lib -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/mkl/lib/intel64 -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/mkl/lib/intel64 -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/lib -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/lib -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Core/libfabric/1.10.1/lib -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Core/libfabric/1.10.1/lib -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Core/ucx/1.8.0/lib -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Core/ucx/1.8.0/lib -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/lib/intel64 -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/imkl/2020.1.217/lib/intel64 -Wl,-rpath,/cvmfs/restricted.computecanada.ca/easybuild/software/2020/Core/intel/2020.1.217/compilers_and_libraries_2020.1.217/linux/tbb/lib/intel64/gcc4.8 -L/cvmfs/restricted.computecanada.ca/easybuild/software/2020/Core/intel/2020.1.217/compilers_and_libraries_2020.1.217/linux/tbb/lib/intel64/gcc4.8 -Wl,-rpath,/cvmfs/restricted.computecanada.ca/easybuild/software/2020/Core/intel/2020.1.217/compilers_and_libraries_2020.1.217/linux/compiler/lib/intel64_lin -L/cvmfs/restricted.computecanada.ca/easybuild/software/2020/Core/intel/2020.1.217/compilers_and_libraries_2020.1.217/linux/compiler/lib/intel64_lin -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/lib64 -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/avx512/Compiler/intel2020/openmpi/4.0.3/lib64 -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/gcccore/9.3.0/lib/gcc/x86_64-pc-linux-gnu/9.3.0 -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/gcccore/9.3.0/lib/gcc/x86_64-pc-linux-gnu/9.3.0 -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/gcccore/9.3.0/lib64 -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/gcccore/9.3.0/lib64 -Wl,-rpath,/cvmfs/soft.computecanada.ca/gentoo/2020/lib64 -L/cvmfs/soft.computecanada.ca/gentoo/2020/lib64 -Wl,-rpath,/cvmfs/soft.computecanada.ca/gentoo/2020/usr/lib64 -L/cvmfs/soft.computecanada.ca/gentoo/2020/usr/lib64 -Wl,-rpath,/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/gcccore/9.3.0/lib -L/cvmfs/soft.computecanada.ca/easybuild/software/2020/Core/gcccore/9.3.0/lib -Wl,-rpath,/cvmfs/soft.computecanada.ca/gentoo/2020/lib -L/cvmfs/soft.computecanada.ca/gentoo/2020/lib -Wl,-rpath,/cvmfs/soft.computecanada.ca/gentoo/2020/usr/lib -L/cvmfs/soft.computecanada.ca/gentoo/2020/usr/lib -lHYPRE -lcmumps -ldmumps -lsmumps -lzmumps -lmumps_common -lpord -lscalapack -lumfpack -lklu -lcholmod -lbtf -lccolamd -lcolamd -lcamd -lamd -lsuitesparseconfig -lsuperlu -lmkl_rt -lmkl_intel_thread -lmkl_core -liomp5 -lpthread -lparmmg -lmmg -lmmg3d -lptesmumps -lptscotchparmetis -lptscotch -lptscotcherr -lesmumps -lscotch -lscotcherr -lpthread -lparmetis -lmetis -ltet -lstdc++ -ldl -lmpi_usempif08 -lmpi_usempi_ignore_tkr -lmpi_mpifh -lmpi -lifport -lifcoremt_pic -limf -lsvml -lm -lipgo -lirc -lpthread -lgcc_s -lirc_s -lrt -lquadmath -lstdc++ -ldl
-----------------------------------------

#############################################################################################################
#############################################################################################################
########     Finsihed Code with NL 10 Processors             #################################################
#############################################################################################################
#############################################################################################################

scontrol show jobid 6917361
JobId=6917361 JobName=ss_2L_poisson_asm
   UserId=sudhipv(3061414) GroupId=asarkar(6001189) MCS_label=N/A
